applicant_id,employment_type,credit_score,applicant_income,loan_amount,default
602,Contract,,27235.0,12435.0,1
603,Contract,734.0,72617.0,14108.0,0
604,Salaried,616.0,90567.0,24321.0,1
605,Contract,638.0,24013.0,24040.0,1
606,Salaried,718.0,49246.0,8913.0,0
607,Self-Employed,627.0,47319.0,2932.0,0
608,Contract,672.0,33877.0,2075.0,1
609,Self-Employed,700.0,58771.0,21386.0,1
610,Contract,721.0,61162.0,8964.0,1
611,Self-Employed,674.0,81846.0,15352.0,0
612,Contract,602.0,28459.0,2226.0,1
613,Self-Employed,628.0,61609.0,1000.0,1
614,Self-Employed,656.0,44488.0,1000.0,1
615,Salaried,613.0,50190.0,21854.0,1
616,Contract,587.0,55628.0,18936.0,1
617,Self-Employed,703.0,52682.0,1000.0,0
618,Self-Employed,755.0,78223.0,11621.0,0
619,Contract,654.0,50532.0,9968.0,1
620,Contract,537.0,68374.0,22528.0,1
621,Salaried,797.0,15000.0,25810.0,1
622,Contract,633.0,52218.0,16761.0,1
623,Self-Employed,649.0,75239.0,28060.0,1
624,Self-Employed,670.0,36204.0,5121.0,1
625,Contract,618.0,39387.0,8071.0,1
626,Salaried,724.0,67683.0,4410.0,0
627,Salaried,691.0,66247.0,17800.0,0
628,Salaried,706.0,83503.0,10550.0,0
629,Salaried,669.0,57550.0,19184.0,0
630,Self-Employed,640.0,50232.0,11876.0,0
631,Salaried,713.0,25925.0,18486.0,1
632,Salaried,586.0,87827.0,14773.0,1
633,Contract,593.0,30461.0,16402.0,1
634,Salaried,662.0,24197.0,18161.0,1
635,Self-Employed,654.0,47137.0,21130.0,1
636,Salaried,,73716.0,30978.0,1
637,Salaried,585.0,39449.0,10978.0,1
638,Salaried,588.0,52731.0,30393.0,1
639,Self-Employed,714.0,15000.0,15286.0,1
640,Salaried,596.0,61438.0,14623.0,1
641,Contract,570.0,64937.0,6608.0,1
642,Contract,555.0,80995.0,16273.0,1
643,Contract,651.0,64082.0,15046.0,1
644,Salaried,583.0,38954.0,14984.0,1
645,Self-Employed,624.0,82258.0,29501.0,1
646,Contract,739.0,15000.0,3239.0,0
647,Salaried,658.0,61477.0,14307.0,0
648,Self-Employed,523.0,65924.0,18831.0,1
649,Contract,,80697.0,19309.0,1
650,Self-Employed,550.0,64423.0,25082.0,1
651,Salaried,605.0,60456.0,1000.0,1
652,Salaried,678.0,29911.0,16331.0,0
653,Self-Employed,584.0,46368.0,27658.0,1
654,Contract,544.0,70738.0,15225.0,1
655,Self-Employed,672.0,38873.0,3188.0,0
656,Self-Employed,458.0,53055.0,10511.0,1
657,Self-Employed,580.0,43108.0,6850.0,1
658,Contract,,53638.0,11211.0,1
659,Contract,626.0,69199.0,15249.0,1
660,Salaried,506.0,62406.0,11084.0,1
661,Salaried,628.0,89390.0,17024.0,1
662,Contract,684.0,41354.0,24022.0,1
663,Salaried,503.0,47280.0,6913.0,1
664,Contract,629.0,55250.0,11096.0,0
665,Self-Employed,639.0,67751.0,16464.0,1
666,Contract,710.0,52784.0,17488.0,0
667,Contract,684.0,38066.0,22011.0,1
668,Contract,593.0,42355.0,8471.0,1
669,Self-Employed,588.0,44537.0,10551.0,1
670,Salaried,656.0,42216.0,30960.0,0
671,Contract,521.0,55867.0,21500.0,1
672,Self-Employed,697.0,39986.0,17223.0,0
673,Self-Employed,,25527.0,25125.0,1
674,Salaried,693.0,32253.0,16288.0,0
675,Self-Employed,619.0,65347.0,18104.0,1
676,Contract,,50309.0,20836.0,1
677,Self-Employed,571.0,81777.0,1189.0,1
678,Self-Employed,624.0,48355.0,20499.0,0
679,Contract,695.0,72013.0,28832.0,1
680,Contract,628.0,60503.0,19588.0,1
681,Salaried,601.0,47478.0,14866.0,1
682,Contract,687.0,43704.0,16072.0,0
683,Salaried,628.0,37981.0,25292.0,1
684,Salaried,,72775.0,34614.0,0
685,Salaried,601.0,62847.0,17936.0,1
686,Salaried,701.0,58968.0,17809.0,0
687,Salaried,671.0,67150.0,16124.0,1
688,Contract,574.0,38248.0,12995.0,1
689,Salaried,710.0,79049.0,7232.0,0
690,Salaried,630.0,81446.0,17512.0,0
691,Salaried,684.0,54879.0,16749.0,0
692,Contract,661.0,70993.0,19247.0,1
693,Contract,531.0,24775.0,18649.0,1
694,Self-Employed,604.0,46162.0,10309.0,1
695,Self-Employed,777.0,38880.0,17593.0,0
696,Contract,640.0,41958.0,9547.0,0
697,Salaried,616.0,82180.0,36452.0,1
698,Contract,616.0,60983.0,18530.0,1
699,Self-Employed,598.0,74092.0,11509.0,1
700,Self-Employed,647.0,51383.0,11975.0,1
701,Salaried,742.0,50178.0,17843.0,0
702,Salaried,611.0,56244.0,8497.0,1
703,Contract,568.0,60247.0,15456.0,1
704,Salaried,653.0,15000.0,10702.0,1
705,Salaried,569.0,36869.0,19998.0,1
706,Self-Employed,,16093.0,8321.0,0
707,Self-Employed,758.0,43063.0,13646.0,0
708,Salaried,704.0,92830.0,22798.0,0
709,Salaried,609.0,53434.0,6491.0,1
710,Salaried,801.0,18725.0,5952.0,0
711,Salaried,633.0,67603.0,1000.0,0
712,Contract,734.0,40335.0,20009.0,0
713,Salaried,637.0,30422.0,12200.0,1
714,Salaried,596.0,66393.0,23810.0,1
715,Salaried,616.0,43935.0,11798.0,1
716,Salaried,633.0,33232.0,10543.0,0
717,Self-Employed,,73372.0,19703.0,0
718,Contract,657.0,88472.0,18404.0,1
719,Contract,,52681.0,16602.0,0
720,Salaried,621.0,71445.0,9355.0,1
721,Contract,774.0,34880.0,28181.0,1
722,Salaried,759.0,50650.0,12075.0,0
723,Salaried,636.0,32259.0,10781.0,1
724,Self-Employed,641.0,51450.0,26568.0,1
725,Salaried,633.0,63151.0,26079.0,0
726,Salaried,545.0,32672.0,15547.0,1
727,Salaried,484.0,36600.0,15890.0,1
728,Contract,634.0,39346.0,31783.0,1
729,Salaried,615.0,28401.0,17299.0,1
730,Self-Employed,732.0,82104.0,9080.0,0
731,Salaried,645.0,85454.0,20682.0,1
732,Salaried,734.0,44902.0,27251.0,0
733,Self-Employed,684.0,58153.0,12321.0,1
734,Contract,,79320.0,17817.0,1
735,Contract,773.0,55760.0,25963.0,0
736,Self-Employed,711.0,73843.0,11785.0,0
737,Self-Employed,664.0,15000.0,3446.0,1
738,Self-Employed,,20544.0,17601.0,0
739,Self-Employed,586.0,51799.0,32245.0,1
740,Salaried,718.0,62182.0,6243.0,0
741,Salaried,744.0,65869.0,21874.0,1
742,Contract,696.0,69021.0,12947.0,0
743,Salaried,739.0,49933.0,19066.0,0
744,Self-Employed,,64029.0,28462.0,1
745,Salaried,658.0,57333.0,17530.0,0
746,Self-Employed,676.0,65683.0,19597.0,1
747,Self-Employed,643.0,34826.0,27982.0,1
748,Self-Employed,767.0,52789.0,15479.0,0
749,Self-Employed,600.0,49788.0,7975.0,1
750,Contract,720.0,58207.0,15832.0,0
751,Self-Employed,651.0,31383.0,7883.0,1
752,Salaried,686.0,79123.0,21383.0,0
753,Self-Employed,661.0,57753.0,5299.0,1
754,Salaried,619.0,22370.0,4289.0,1
755,Salaried,718.0,50643.0,14292.0,1
756,Salaried,,45290.0,19144.0,1
757,Salaried,653.0,41093.0,19841.0,0
758,Self-Employed,708.0,54830.0,7918.0,0
759,Salaried,607.0,38346.0,9832.0,0
760,Salaried,673.0,83442.0,18006.0,1
761,Salaried,643.0,80956.0,9980.0,0
762,Contract,544.0,64396.0,19632.0,1
763,Self-Employed,658.0,42756.0,8109.0,1
764,Salaried,704.0,72673.0,24558.0,0
765,Contract,639.0,41937.0,11834.0,1
766,Self-Employed,735.0,62361.0,23721.0,1
767,Self-Employed,564.0,59663.0,4657.0,1
768,Salaried,648.0,68204.0,22421.0,1
769,Salaried,699.0,47418.0,20839.0,0
770,Self-Employed,631.0,96685.0,11897.0,0
771,Self-Employed,653.0,73282.0,15731.0,1
772,Contract,613.0,59305.0,15300.0,1
773,Self-Employed,593.0,56094.0,5665.0,1
774,Salaried,690.0,35742.0,26593.0,0
775,Self-Employed,,50407.0,11467.0,0
776,Salaried,634.0,63196.0,18169.0,1
777,Contract,667.0,27359.0,17665.0,0
778,Salaried,,49544.0,11172.0,0
779,Salaried,623.0,43795.0,6264.0,1
780,Contract,730.0,50181.0,15212.0,0
781,Salaried,654.0,38741.0,14058.0,1
782,Contract,755.0,51701.0,7891.0,0
783,Self-Employed,,46603.0,24978.0,1
784,Self-Employed,,15000.0,13862.0,1
785,Salaried,,46288.0,15767.0,0
786,Contract,557.0,84406.0,5365.0,1
787,Contract,715.0,28017.0,26124.0,1
788,Salaried,585.0,38206.0,20661.0,1
789,Contract,588.0,53269.0,16807.0,1
790,Salaried,598.0,45504.0,14567.0,1
791,Salaried,711.0,53337.0,24103.0,0
792,Salaried,627.0,20713.0,29472.0,1
793,Salaried,739.0,61246.0,8825.0,0
794,Contract,,18807.0,11733.0,0
795,Contract,665.0,52028.0,11087.0,1
796,Self-Employed,678.0,29326.0,2739.0,1
797,Self-Employed,629.0,37364.0,16179.0,1
798,Salaried,,48269.0,12893.0,1
799,Self-Employed,596.0,26252.0,14438.0,1
800,Salaried,651.0,79880.0,18252.0,0
801,Salaried,598.0,22587.0,15645.0,1
802,Salaried,691.0,81678.0,3704.0,0
803,Contract,662.0,103033.0,22058.0,0
804,Salaried,650.0,63379.0,13788.0,0
805,Salaried,707.0,52768.0,23405.0,0
806,Salaried,598.0,50243.0,15872.0,1
807,Salaried,708.0,92558.0,22533.0,0
808,Salaried,680.0,63464.0,10897.0,1
809,Salaried,521.0,48032.0,21373.0,1
810,Salaried,,55446.0,14607.0,1
811,Salaried,669.0,94027.0,10635.0,0
812,Self-Employed,,66922.0,6674.0,1
813,Contract,708.0,56328.0,8838.0,0
814,Contract,549.0,74927.0,9129.0,1
815,Contract,605.0,51858.0,10323.0,1
816,Salaried,,51312.0,21493.0,1
817,Self-Employed,741.0,82903.0,16831.0,0
818,Self-Employed,679.0,70504.0,20645.0,0
819,Contract,570.0,39378.0,13347.0,1
820,Salaried,752.0,46286.0,15819.0,0
821,Salaried,766.0,65874.0,4443.0,0
822,Salaried,736.0,73887.0,18122.0,0
823,Self-Employed,552.0,65372.0,10840.0,1
824,Salaried,614.0,15000.0,26430.0,1
825,Salaried,648.0,32178.0,19639.0,1
826,Self-Employed,667.0,50344.0,14552.0,0
827,Self-Employed,690.0,58475.0,4932.0,1
828,Salaried,652.0,57372.0,23173.0,0
829,Salaried,704.0,75062.0,2501.0,0
830,Self-Employed,658.0,77770.0,15075.0,1
831,Contract,577.0,58119.0,8526.0,1
832,Self-Employed,,61222.0,21904.0,1
833,Contract,581.0,93962.0,8101.0,1
834,Salaried,617.0,94603.0,19864.0,1
835,Salaried,701.0,83814.0,11031.0,0
836,Salaried,725.0,47623.0,15129.0,0
837,Salaried,698.0,29967.0,15230.0,1
838,Contract,571.0,90655.0,30035.0,1
839,Contract,597.0,34270.0,1000.0,1
840,Salaried,686.0,45447.0,24180.0,0
841,Self-Employed,711.0,52699.0,6756.0,0
842,Salaried,550.0,40342.0,15751.0,1
843,Contract,558.0,38626.0,19795.0,1
844,Salaried,631.0,60619.0,1240.0,0
845,Salaried,660.0,95036.0,10441.0,1
846,Salaried,672.0,75363.0,3959.0,0
847,Contract,605.0,71587.0,27967.0,0
848,Contract,735.0,43537.0,19114.0,1
849,Salaried,540.0,23182.0,5818.0,1
850,Salaried,657.0,35479.0,16901.0,1
851,Salaried,675.0,70951.0,21246.0,0
852,Self-Employed,694.0,76692.0,11985.0,0
853,Contract,651.0,95504.0,20231.0,0
854,Salaried,713.0,52248.0,10400.0,0
855,Self-Employed,654.0,78513.0,1284.0,0
856,Self-Employed,549.0,49908.0,16878.0,1
857,Salaried,628.0,75405.0,38563.0,1
858,Salaried,658.0,39163.0,10149.0,0
859,Contract,565.0,50220.0,1362.0,1
860,Salaried,763.0,57781.0,23922.0,0
861,Salaried,,69588.0,22157.0,1
862,Contract,649.0,21640.0,16401.0,1
863,Salaried,714.0,41872.0,13917.0,0
864,Salaried,600.0,71941.0,27942.0,1
865,Self-Employed,,45710.0,20408.0,0
866,Contract,551.0,60002.0,3770.0,1
867,Salaried,541.0,85424.0,14356.0,1
868,Salaried,646.0,46420.0,13836.0,1
869,Salaried,673.0,46918.0,6142.0,0
870,Salaried,711.0,59887.0,30490.0,1
871,Salaried,705.0,15991.0,22351.0,1
872,Self-Employed,716.0,85539.0,3591.0,0
873,Self-Employed,724.0,39479.0,17122.0,0
874,Salaried,683.0,53955.0,25105.0,1
875,Salaried,675.0,49529.0,18973.0,0
876,Self-Employed,602.0,63346.0,16880.0,1
877,Salaried,549.0,49551.0,16065.0,1
878,Contract,716.0,53416.0,3827.0,0
879,Self-Employed,754.0,67016.0,14157.0,0
880,Salaried,620.0,71543.0,13668.0,1
881,Salaried,633.0,63062.0,21771.0,1
882,Contract,665.0,48170.0,2603.0,0
883,Self-Employed,570.0,44539.0,23857.0,1
884,Salaried,614.0,60688.0,11065.0,1
885,Self-Employed,627.0,83843.0,16875.0,1
886,Salaried,540.0,21800.0,13002.0,1
887,Salaried,709.0,59601.0,14967.0,0
888,Salaried,609.0,56545.0,7972.0,1
889,Contract,651.0,15000.0,15874.0,1
890,Self-Employed,548.0,55487.0,5727.0,1
891,Self-Employed,516.0,74197.0,12944.0,1
892,Salaried,624.0,62324.0,9680.0,1
893,Contract,628.0,54152.0,13612.0,1
894,Contract,616.0,45019.0,17598.0,1
895,Self-Employed,628.0,61490.0,23452.0,1
896,Salaried,636.0,60526.0,14381.0,0
897,Salaried,592.0,28751.0,17465.0,1
898,Salaried,636.0,47464.0,18284.0,1
899,Salaried,704.0,56012.0,15758.0,0
900,Salaried,741.0,67216.0,16227.0,0
901,Self-Employed,749.0,65796.0,29039.0,0
902,Contract,585.0,49562.0,16227.0,1
903,Contract,644.0,63043.0,25601.0,0
904,Self-Employed,623.0,58922.0,23717.0,1
905,Self-Employed,621.0,68507.0,14247.0,1
906,Salaried,742.0,80773.0,7082.0,0
907,Salaried,623.0,15000.0,16425.0,1
908,Salaried,613.0,15000.0,12944.0,1
909,Salaried,591.0,44271.0,1000.0,1
910,Contract,628.0,78636.0,25879.0,0
911,Self-Employed,603.0,77236.0,14043.0,0
912,Salaried,653.0,63524.0,24174.0,0
913,Contract,629.0,73755.0,12037.0,1
914,Salaried,750.0,35013.0,19604.0,1
915,Salaried,,48909.0,10782.0,0
916,Salaried,565.0,51795.0,11203.0,1
917,Salaried,638.0,48061.0,21055.0,1
918,Salaried,669.0,43035.0,15615.0,0
919,Salaried,695.0,88902.0,27480.0,0
920,Self-Employed,572.0,74110.0,16192.0,1
921,Contract,,33187.0,11666.0,1
922,Salaried,620.0,81577.0,10169.0,1
923,Salaried,696.0,55969.0,12669.0,0
924,Salaried,677.0,78073.0,12274.0,0
925,Salaried,674.0,44522.0,25251.0,0
926,Self-Employed,513.0,55322.0,14294.0,1
927,Contract,475.0,35649.0,11949.0,1
928,Self-Employed,604.0,64870.0,27881.0,1
929,Salaried,637.0,23158.0,16139.0,0
930,Self-Employed,631.0,23504.0,23086.0,1
931,Salaried,653.0,35108.0,25736.0,1
932,Contract,566.0,47551.0,14691.0,1
933,Salaried,774.0,87332.0,26425.0,0
934,Salaried,560.0,86865.0,20374.0,1
935,Self-Employed,693.0,70760.0,8632.0,0
936,Self-Employed,720.0,55745.0,10512.0,0
937,Self-Employed,553.0,50078.0,12756.0,1
938,Salaried,617.0,68576.0,11284.0,0
939,Self-Employed,647.0,66760.0,16249.0,0
940,Salaried,612.0,65400.0,15123.0,1
941,Salaried,557.0,61251.0,6676.0,1
942,Self-Employed,648.0,47416.0,26170.0,1
943,Self-Employed,621.0,42737.0,15365.0,1
944,Salaried,604.0,53066.0,29023.0,1
945,Contract,657.0,93618.0,11699.0,0
946,Self-Employed,664.0,55067.0,5969.0,0
947,Salaried,624.0,65491.0,16761.0,1
948,Salaried,607.0,59240.0,23435.0,1
949,Salaried,647.0,80597.0,16195.0,1
950,Self-Employed,545.0,78812.0,13285.0,1
951,Salaried,579.0,58657.0,22533.0,1
952,Salaried,665.0,43902.0,6731.0,0
953,Salaried,657.0,15000.0,11108.0,1
954,Contract,,65076.0,18547.0,0
955,Self-Employed,576.0,40374.0,18527.0,1
956,Self-Employed,643.0,18412.0,1170.0,1
957,Self-Employed,574.0,71747.0,8877.0,1
958,Contract,626.0,29389.0,6944.0,1
959,Salaried,656.0,91300.0,17476.0,0
960,Salaried,539.0,46842.0,21901.0,1
961,Salaried,,47325.0,13348.0,1
962,Salaried,594.0,46497.0,15224.0,1
963,Salaried,637.0,72909.0,9738.0,1
964,Salaried,735.0,55080.0,12647.0,0
965,Salaried,614.0,77607.0,15545.0,0
966,Self-Employed,661.0,47423.0,14543.0,0
967,Salaried,700.0,52662.0,22674.0,0
968,Self-Employed,584.0,64282.0,4274.0,1
969,Self-Employed,613.0,57699.0,16525.0,0
970,Salaried,657.0,40263.0,25299.0,1
971,Salaried,630.0,45853.0,12380.0,0
972,Salaried,651.0,66443.0,16079.0,0
973,Self-Employed,656.0,46809.0,21409.0,1
974,Salaried,617.0,38627.0,20545.0,1
975,Self-Employed,554.0,57339.0,18667.0,1
976,Contract,548.0,15000.0,9299.0,1
977,Contract,596.0,65906.0,8679.0,1
978,Self-Employed,667.0,71317.0,16888.0,0
979,Salaried,,40893.0,1561.0,0
980,Salaried,617.0,67817.0,15102.0,0
981,Self-Employed,575.0,66474.0,13134.0,1
982,Self-Employed,571.0,67646.0,13548.0,1
983,Salaried,628.0,46342.0,17278.0,0
984,Self-Employed,583.0,68534.0,26752.0,1
985,Self-Employed,614.0,42184.0,19299.0,1
986,Self-Employed,636.0,71904.0,19048.0,1
987,Salaried,717.0,76854.0,12146.0,0
988,Salaried,703.0,38080.0,13280.0,1
989,Salaried,537.0,25968.0,16919.0,1
990,Self-Employed,,67589.0,20490.0,1
991,Contract,558.0,29007.0,13761.0,1
992,Self-Employed,694.0,23350.0,18196.0,1
993,Salaried,684.0,56294.0,10702.0,0
994,Salaried,539.0,32320.0,2109.0,1
995,Self-Employed,679.0,37223.0,12066.0,1
996,Salaried,654.0,86629.0,19628.0,0
997,Contract,679.0,27028.0,7130.0,1
998,Contract,758.0,24036.0,1000.0,0
999,Salaried,691.0,66392.0,28154.0,1
1000,Self-Employed,669.0,54720.0,10574.0,0
1001,Salaried,594.0,74478.0,9469.0,1
1002,Contract,620.0,20735.0,13848.0,1
1003,Salaried,651.0,50096.0,15236.0,1
1004,Salaried,708.0,67516.0,12305.0,0
1005,Contract,587.0,72156.0,13326.0,1
1006,Salaried,539.0,96071.0,17610.0,1
1007,Contract,721.0,80358.0,1712.0,0
1008,Self-Employed,720.0,15000.0,9083.0,0
1009,Contract,585.0,43670.0,18540.0,1
1010,Salaried,,73119.0,5805.0,0
1011,Salaried,668.0,36770.0,21382.0,1
1012,Contract,,65878.0,13661.0,0
1013,Salaried,590.0,65568.0,16892.0,1
1014,Self-Employed,713.0,17475.0,18708.0,1
1015,Salaried,609.0,15000.0,16053.0,1
1016,Salaried,567.0,51929.0,13670.0,1
1017,Self-Employed,626.0,35577.0,11291.0,1
1018,Salaried,713.0,66010.0,12990.0,0
1019,Contract,710.0,70560.0,16091.0,1
1020,Salaried,701.0,48460.0,18140.0,0
1021,Self-Employed,614.0,73320.0,5254.0,0
1022,Self-Employed,683.0,49620.0,16786.0,0
1023,Salaried,614.0,41361.0,11066.0,1
1024,Self-Employed,686.0,30989.0,20036.0,0
1025,Salaried,615.0,67447.0,7525.0,1
1026,Self-Employed,594.0,30614.0,28686.0,1
1027,Salaried,,24122.0,16715.0,1
1028,Contract,,44570.0,17815.0,1
1029,Contract,605.0,71701.0,27526.0,1
1030,Self-Employed,650.0,72406.0,8014.0,1
1031,Salaried,625.0,45420.0,15946.0,1
1032,Salaried,588.0,69520.0,17299.0,1
1033,Contract,682.0,49065.0,11051.0,1
1034,Self-Employed,630.0,77551.0,24773.0,1
1035,Salaried,621.0,77436.0,6733.0,0
1036,Self-Employed,588.0,67554.0,15651.0,1
1037,Salaried,712.0,54424.0,9450.0,0
1038,Salaried,656.0,35963.0,17977.0,1
1039,Salaried,570.0,31049.0,14677.0,1
1040,Contract,671.0,64722.0,13261.0,0
1041,Salaried,690.0,81194.0,6296.0,0
1042,Salaried,601.0,60177.0,10318.0,1
1043,Self-Employed,623.0,80742.0,23229.0,1
1044,Contract,627.0,85243.0,17017.0,1
1045,Contract,710.0,98521.0,22688.0,1
1046,Contract,661.0,54808.0,22784.0,1
1047,Salaried,,44051.0,9007.0,0
1048,Salaried,695.0,85352.0,20211.0,0
1049,Salaried,629.0,86800.0,3833.0,0
1050,Salaried,617.0,90799.0,14471.0,1
1051,Salaried,658.0,82639.0,19401.0,0
1052,Salaried,580.0,80157.0,21977.0,1
1053,Salaried,675.0,62466.0,14541.0,1
1054,Salaried,651.0,85682.0,1000.0,0
1055,Salaried,718.0,38102.0,10535.0,1
1056,Salaried,661.0,32019.0,13263.0,0
1057,Contract,620.0,39774.0,17731.0,1
1058,Salaried,752.0,46899.0,11756.0,0
1059,Salaried,710.0,65760.0,13026.0,0
1060,Self-Employed,712.0,72996.0,11302.0,0
1061,Self-Employed,764.0,18618.0,13372.0,0
1062,Salaried,686.0,69950.0,2437.0,0
1063,Contract,613.0,42385.0,22223.0,0
1064,Salaried,749.0,71043.0,9551.0,0
1065,Contract,,85030.0,27999.0,1
1066,Self-Employed,635.0,107474.0,1884.0,1
1067,Salaried,599.0,48849.0,15775.0,1
1068,Self-Employed,667.0,39299.0,7695.0,0
1069,Contract,,83106.0,15891.0,1
1070,Self-Employed,721.0,46746.0,17036.0,1
1071,Salaried,633.0,31160.0,5501.0,1
1072,Salaried,642.0,73237.0,1221.0,1
1073,Contract,586.0,67482.0,15700.0,1
1074,Self-Employed,,70636.0,11115.0,1
1075,Salaried,666.0,28199.0,1000.0,0
1076,Contract,580.0,33836.0,7032.0,1
1077,Self-Employed,656.0,49738.0,2806.0,0
1078,Salaried,677.0,32878.0,12297.0,0
1079,Contract,641.0,101318.0,14548.0,0
1080,Self-Employed,722.0,45770.0,14798.0,0
1081,Salaried,659.0,27012.0,16532.0,0
1082,Self-Employed,655.0,79313.0,20679.0,1
1083,Contract,652.0,22286.0,12254.0,1
1084,Self-Employed,586.0,31015.0,20185.0,1
1085,Contract,690.0,54246.0,11133.0,0
1086,Salaried,641.0,64814.0,13401.0,1
1087,Salaried,639.0,104031.0,3356.0,0
1088,Salaried,650.0,74758.0,15413.0,1
1089,Self-Employed,660.0,63128.0,20157.0,0
1090,Contract,691.0,41040.0,1567.0,0
1091,Salaried,582.0,76316.0,13500.0,1
1092,Salaried,694.0,49111.0,11120.0,0
1093,Self-Employed,574.0,88515.0,20019.0,1
1094,Self-Employed,659.0,67120.0,14495.0,1
1095,Contract,665.0,34758.0,23153.0,1
1096,Salaried,652.0,73980.0,26873.0,0
1097,Contract,740.0,19729.0,20114.0,1
1098,Salaried,,34405.0,14522.0,1
1099,Salaried,691.0,79277.0,18252.0,0
1100,Salaried,590.0,75069.0,21497.0,1
1101,Salaried,522.0,72303.0,28825.0,1
1102,Salaried,534.0,53113.0,16728.0,1
1103,Self-Employed,643.0,46822.0,11354.0,0
1104,Salaried,620.0,41531.0,12948.0,1
1105,Contract,745.0,63092.0,16756.0,0
1106,Contract,714.0,46174.0,14675.0,0
1107,Salaried,579.0,73378.0,12546.0,1
1108,Salaried,677.0,20343.0,11436.0,1
1109,Contract,618.0,69987.0,8669.0,1
1110,Salaried,669.0,58039.0,8083.0,1
1111,Self-Employed,,23364.0,2547.0,0
1112,Self-Employed,660.0,65762.0,25661.0,1
1113,Salaried,618.0,31338.0,8464.0,1
1114,Contract,636.0,54138.0,17346.0,1
1115,Self-Employed,660.0,49614.0,10587.0,0
1116,Contract,624.0,29756.0,12024.0,0
1117,Self-Employed,689.0,86770.0,14981.0,1
1118,Self-Employed,669.0,58549.0,20015.0,1
1119,Contract,780.0,15000.0,12474.0,0
1120,Salaried,558.0,60155.0,15631.0,1
1121,Self-Employed,616.0,79864.0,5185.0,1
1122,Self-Employed,628.0,53732.0,8302.0,1
1123,Self-Employed,665.0,48319.0,8416.0,1
1124,Self-Employed,652.0,46492.0,26907.0,1
1125,Contract,644.0,66312.0,21844.0,1
1126,Self-Employed,685.0,52400.0,13726.0,0
1127,Self-Employed,741.0,34992.0,13507.0,0
1128,Self-Employed,656.0,54992.0,20624.0,1
1129,Contract,663.0,29873.0,10360.0,1
1130,Salaried,544.0,108269.0,2073.0,1
1131,Salaried,556.0,59492.0,20880.0,1
1132,Salaried,555.0,31021.0,25992.0,1
1133,Salaried,654.0,90822.0,27187.0,0
1134,Salaried,555.0,35511.0,14143.0,1
1135,Salaried,669.0,15000.0,12163.0,1
1136,Salaried,662.0,75042.0,12119.0,0
1137,Self-Employed,721.0,104108.0,11246.0,0
1138,Salaried,575.0,43321.0,6114.0,1
1139,Salaried,666.0,51340.0,29654.0,1
1140,Salaried,678.0,69081.0,15542.0,0
1141,Contract,519.0,15000.0,8330.0,1
1142,Self-Employed,624.0,27531.0,1000.0,0
1143,Self-Employed,672.0,32318.0,19400.0,0
1144,Self-Employed,599.0,48611.0,2920.0,1
1145,Self-Employed,,78425.0,21788.0,0
1146,Salaried,659.0,66162.0,17516.0,1
1147,Self-Employed,805.0,72465.0,11390.0,0
1148,Salaried,577.0,97775.0,18117.0,1
1149,Self-Employed,661.0,39906.0,19176.0,0
1150,Contract,656.0,61286.0,29664.0,1
1151,Contract,562.0,62693.0,30065.0,1
1152,Self-Employed,641.0,92447.0,15512.0,1
1153,Self-Employed,741.0,71304.0,27998.0,0
1154,Salaried,575.0,41566.0,16687.0,1
1155,Contract,740.0,51058.0,29793.0,0
1156,Contract,612.0,47460.0,16006.0,1
1157,Contract,580.0,55829.0,23229.0,1
1158,Salaried,591.0,68737.0,19438.0,0
1159,Salaried,601.0,73409.0,19277.0,1
1160,Self-Employed,635.0,44762.0,11890.0,0
1161,Self-Employed,610.0,46370.0,24590.0,1
1162,Contract,673.0,33736.0,21462.0,0
1163,Salaried,658.0,63954.0,13841.0,1
1164,Contract,687.0,31870.0,20911.0,1
1165,Salaried,676.0,70340.0,19536.0,0
1166,Salaried,703.0,47639.0,27513.0,0
1167,Contract,639.0,40491.0,10239.0,1
1168,Salaried,,50633.0,11091.0,1
1169,Contract,624.0,66358.0,15496.0,1
1170,Self-Employed,,32270.0,16103.0,0
1171,Self-Employed,771.0,59360.0,13205.0,0
1172,Salaried,537.0,51018.0,19449.0,1
1173,Contract,685.0,77374.0,22189.0,1
1174,Salaried,744.0,105383.0,14209.0,0
1175,Salaried,707.0,21758.0,11549.0,0
1176,Self-Employed,616.0,46029.0,17106.0,1
1177,Self-Employed,669.0,43315.0,16839.0,0
1178,Salaried,607.0,51204.0,3824.0,1
1179,Contract,,24490.0,13351.0,1
1180,Self-Employed,,57315.0,14427.0,1
1181,Contract,689.0,63674.0,24875.0,1
1182,Salaried,663.0,114571.0,13394.0,0
1183,Self-Employed,633.0,39429.0,2967.0,1
1184,Salaried,639.0,64887.0,8352.0,1
1185,Salaried,602.0,57136.0,13153.0,1
1186,Contract,587.0,39142.0,18951.0,1
1187,Salaried,,25705.0,21346.0,0
1188,Salaried,709.0,41112.0,15643.0,0
1189,Salaried,733.0,86575.0,8578.0,0
1190,Salaried,675.0,71400.0,11679.0,0
1191,Self-Employed,642.0,44169.0,6649.0,1
1192,Salaried,701.0,59136.0,21993.0,0
1193,Salaried,665.0,63337.0,17256.0,1
1194,Self-Employed,681.0,72679.0,14393.0,1
1195,Self-Employed,580.0,38716.0,27241.0,1
1196,Salaried,701.0,61815.0,13037.0,0
1197,Self-Employed,726.0,40067.0,11765.0,0
